CONCEPT,POLARITY
afternoon_tea,positive
afterparty,positive
aftersensation,negative
aftershave,negative
aftertaste,positive
afterthought,negative
afterword,negative
ag_iarraidh,positive
ag_obair,positive
again,positive
against,negative
against_corruption_icac,positive
against_democratic_challenger,positive
against_law,negative
against_rule,negative
against_terrorism,negative
agamic,negative
agamid_lizard_endemic,negative
agamogenetic,negative
agamous,negative
agape,positive
agapic,negative
agapo,negative
agar,negative
agar_medium,negative
agar_plate,negative
agaric,negative
agarose,positive
agarose_gel,positive
agartha,positive
agarum,negative
agate,positive
agave,positive
agave_syrup,positive
age,positive
age_gracefully,positive
age_prematurely,negative
age_skin,negative
age_well,positive
agedashi_tofu,positive
ageing_squad,positive
agelessness,negative
agency,positive
agency_darpa,negative
agency_dera,negative
agenda,positive
agent,positive
agent_mta,positive
ageratina,positive
aggie_stadium,positive
agglomerate,negative
agglomeration,negative
aggradation,positive
aggrandise,positive
aggrandisement,positive
aggrandize,positive
aggrandizement,positive
aggravate,negative
aggravated,negative
aggravated_arson,negative
aggravated_asthma,negative
aggravated_burglary,negative
aggravated_indecent_assault,positive
aggravated_manslaughter,positive
aggravated_robbery,negative
aggravated_sexual_abuse,negative
aggravated_sexual_intercourse,positive
aggravating,positive
aggravation,negative
aggregate,positive
aggregate_amount,positive
aggregate_demand,positive
aggregate_website_metacritic,positive
aggregation,positive
aggregator_metacritic,positive
aggresive,negative
aggress,negative
aggression,negative
aggression_against,negative
aggressive,negative
aggressive_behavior,negative
aggressive_expansion,positive
aggressive_foreign_policy,negative
aggressive_marketing,negative
aggressive_mimicry,negative
aggressive_posture,negative
aggressive_stance,negative
aggressively,negative
aggressively_enforce,negative
aggressively_recruit,positive
aggressiveness,negative
aggressor,negative
aggrieve,negative
aggrieved_person,negative
aggroup,positive
aghast,positive
agile,positive
agile_prey,positive
agility,positive
aging,positive
aging_population,positive
agistment,positive
agitate,negative
agitated,negative
agitating_against,negative
agitation,negative
agitation_against,negative
aglycon,negative
aglycone,negative
agnate,positive
agnathan,negative
agnatic,positive
agnatic_primogeniture,positive
agnation,positive
agnolotti,positive
agnosia,negative
agnostic,positive
agnosticism,negative
agnus_dei,negative
ago,positive
agog,positive
agonisingly,negative
agonist,negative
agonist_activity,positive
agonize,negative
agonizing,negative
agonizing_death,negative
agonizingly,negative
agony,negative
agoraphobia,negative
agoraphobic,negative
agp_card,positive
agrabah,negative
agrammatic,negative
agrammatism,negative
agraphia,negative
agrarian,positive
agrarianism,positive
agreable,negative
agree,positive
agree_disagree,positive
agreeability,positive
agreeable,positive
agreeably,positive
agreed,positive
agreed_upon,positive
agreement,positive
agreement_cva,positive
agreement_nda,positive
agression,negative
agressive,negative
agricole_et,positive
agricultural,positive
agricultural_easement,positive
agricultural_economist,negative
agricultural_fertiliser,positive
agricultural_intensification,negative
agricultural_land,positive
agricultural_lime,positive
agricultural_machinery,positive
agricultural_pest,negative
agricultural_product,positive
agricultural_production,positive
agricultural_sector,positive
agriculturalist,negative
agriculturally,positive
agriculture,positive
agriculturist,negative
agromania,negative
agronomic_performance,positive
agronomist,negative
agronomy_professor,negative
agropur,positive
agudas_achim,positive
ague,negative
agulhas_current,positive
agus_na,positive
ah,negative
ahab,negative
ahamkara,positive
ahead,positive
ahem,positive
ahetuka,negative
ahi_tuna,positive
ahipara,negative
ahlam,positive
ahorse,positive
ahorseback,positive
ai,positive
ai_artificial_intelligence,positive
aia_guide,positive
aid,positive
aid_dementia,negative
aid_detachment_vad,positive
aid_digestion,positive
aide,positive
aifter,positive
aige,positive
aight,positive
aikido,negative
ail,negative
ailing,negative
ailment,negative
aim,positive
aimless,negative
aimlessly,negative
aioli,negative
aipocerataceae,negative
aiport,positive
air,positive
air-tight,negative
air-to-air,negative
air_attack,positive
air_base,negative
air_breath,positive
air_breathe,positive
air_bubble,positive
air_carrier,positive
air_chief_marshal,positive
air_circulation,positive
air_commodore,positive
air_conditioned_comfort,positive
air_conditioner,positive
air_conditioning_equipment,positive
air_conditioning_system,positive
air_conditioning_unit,positive
air_defence,negative
air_density,positive
air_duct,positive
air_embolism,negative
air_entrainment,negative
air_filtration,positive
air_force,positive
air_force_lieutenant_general,positive
air_force_paf,positive
air_grievance,negative
air_inlet,positive
air_intake,positive
air_lane,positive
air_marshal,positive
air_marshal_sir,positive
air_movement,positive
air_nostrum,positive
air_out,positive
air_pollution,negative
air_pollution_volatile_organic,positive
air_pressure,positive
air_pump,positive
air_quality,negative
air_raid,positive
air_stord,positive
air_tank,positive
air_ticket,positive
air_traffic,negative
air_traffic_jam,negative
air_transportable,positive
air_travel,positive
air_vent,positive
air_vice_marshal,positive
airbase,negative
airboat,negative
airborne_assault,negative
airborne_battalion,negative
airborne_particulate_matter,negative
airborne_pollution,negative
airborne_toxic_event,positive
airbrush,positive
airbrush_tool,positive
airburst,negative
airconditioner,positive
aircraft,positive
aircraft_carrier,positive
aircraft_landed_safely,positive
aircraft_roadway,positive
aircraftman,positive
airdrome,negative
aired_nationally,positive
airfare,positive
airfarewatchdog,negative
airfield,negative
airfix,positive
airflow,positive
airflow_obstruction,negative
airforce_base,negative
airglow,negative
airhead,negative
airheaded,negative
airily,positive
airline,positive
airline_guide_oag,negative
airline_passenger,positive
airline_seat,positive
airline_ticket,negative
airliner,positive
airlock,positive
airlock_hatch,positive
airlock_module,positive
airmail_stamp,positive
airman,positive
airmanship,positive
airpark,negative
airplane,positive
airplane_cabin,negative
airplane_engine,positive
airplane_flight,positive
airplane_seat,positive
airplay_chart,positive
airport,positive
airport_expressway,positive
airport_runway,negative
airport_terminal,positive
airport_terminal_building,positive
airship,positive
airside,positive
airstair,positive
airstrip,negative
airtight,negative
airway,positive
airway_closure,positive
airway_compromise,negative
airway_disease,negative
airway_flight,positive
airway_obstruction,negative
airway_pressure,positive
airworthiness_directive,negative
airy,positive
aishvarya,positive
aisle,positive
aisle_seat,negative
ajar,positive
ajax_zaterdag,negative
ajoene,negative
ajor,positive
akagi,positive
akainu,positive
akantha,negative
akeelah,positive
akef,positive
aker_clean,positive
aki_province,negative
akinetic,negative
akinetic_mutism,negative
akira_toriyama,positive
akrasia,positive
akron,negative
aktion_reinhard,negative
akusala,negative
akusala_citta,negative
akusala_vipaka,negative
al_lou_gehrig_disease,negative
ala,negative
alabaster,positive
alabastron,negative
alachua_county,negative
alacrity,negative
alagille_syndrome,negative
alain_badiou,negative
alain_passard,positive
alakazam,positive
alamo_drafthouse_cinema,positive
alamodome,positive
alarm,negative
alarm_clock,negative
alarm_clock_ring,positive
alarmed,negative
alarming,negative
alarmingly,positive
alarmist,negative
alaskan_crab,positive
alaskan_halibut,positive
alaskan_native,positive
albafica,negative
albann,positive
albeit,positive
alberta_midget_hockey_league,negative
alberta_spruce,negative
albicilla,positive
albiflora,negative
albinism,negative
alboran_sea,positive
album,positive
album_chart,positive
album_collection,positive
album_parklife,negative
alchemic,positive
alchemical,positive
alchemical_laboratory,positive
alchemical_literature,positive
alchemist,positive
alchemy,positive
alchohol,positive
alchymy,negative
alcian_blue,negative
alcohol,positive
alcohol-soluble,negative
alcohol_abuse,negative
alcohol_addict,negative
alcohol_beverage,negative
alcohol_consumption,positive
alcohol_gel,negative
alcoholic,negative
alcoholic_abuse,negative
alcoholic_beverage,negative
alcoholic_dementia,negative
alcoholic_drink,positive
alcoholic_ex,positive
alcoholic_father,negative
alcoholic_fermentation,positive
alcoholic_liquor,negative
alcoholic_liquor_cereal_malt,positive
alcoholic_mother,negative
alcoholic_polyneuropathy,positive
alcoholism,negative
alcoholism_abuse,negative
alcoholism_coga,positive
alcove,positive
alder,positive
alder_wood,positive
alderpoint,positive
aldimir,positive
aldo_clementi,positive
aldose,negative
aldrig,negative
ale,positive
ale_house,positive
aleatory,positive
alehouse,positive
aleister_crowley,negative
alentejo,negative
alere_little,positive
alert,negative
alessandra_ferri,positive
aleutian_low,negative
aleve,positive
alexandra_parade,positive
alexbrn,positive
alexei_sayle,negative
alexey_fyodorovitch,positive
aleynikov,positive
alf_ramsey,negative
alfalfa_weevil,negative
alferd_packer,negative
alfie,positive
alfil,positive
alga,negative
algae,negative
algae-eating,negative
algae_growth,positive
algebra,positive
algebra_equation,positive
algebraematical_function,positive
algebraematics,positive
algebraic,positive
algebraic_geometry,positive
algebraic_notation,positive
algebraist,negative
algebranumber_theoryand_com,negative
alginate,positive
algol,positive
algorithm,positive
algorithmic,negative
algorithmic_program,positive
algorithmic_rule,positive
algy,negative
ali_carter,negative
ali_pasha,negative
alias,positive
alibi,negative
alidade,positive
alien,negative
alien-like,positive
alien_abduction,positive
alien_creature,negative
alien_invasion,negative
alien_menace,negative
alien_minor_act,positive
alien_minor_dream,positive
alien_planet,positive
alien_race,positive
alien_registration,positive
alien_spacecraft,negative
alien_weaponry,positive
alienage,negative
alienate,negative
alienated,negative
alienation,negative
alienee,positive
alienism,negative
alight,positive
align,negative
aligned_parallel,negative
alignment,negative
alikeness,negative
aliment,positive
alimentary,positive
alimentary_canal,positive
alimentary_tract,positive
alimony,negative
alinement,positive
aliphatic_side,positive
aliquando,positive
aliquid,positive
aliquippa,negative
alison_lohman,positive
alison_suttie,positive
alisoun,positive
alistair_mcgowan,negative
alita,negative
alitalia_azpia,positive
alito,negative
aliud,positive
alive,positive
aliyah,positive
