Tweets/Message,Matched Words,Positive Word Frequency,Negative Word Frequency,Tweet Polarity
montrealsimon so we in the us are not alone in having elected officials lacking education intelligence or moral grace sad to see leering hyenas in the storied land of canada,"['in', 'the', 'are', 'alone', 'elected', 'lacking', 'education', 'intelligence', 'moral', 'grace', 'sad', 'to', 'see', 'leering', 'storied', 'land', 'of']",16,4,POSITIVE
angiemdec chronicseb jkenney ahsmedia cphocanada pattyhajdu cafreeland billmorneau justintrudeau bogochisaac drtedros rachelnotley ndp what went wrong albertans depart for jobs believed kenney when he promised jobs amp to not cut hc or education what evidence is there thus far of any of those 3 promises being upheld ab is in crisis people blamed notley for the fall of oampg oddly there are global factors,"['wrong', 'depart', 'for', 'to', 'cut', 'education', 'evidence', 'far', 'of', 'those', 'upheld', 'in', 'crisis', 'people', 'the', 'fall', 'oddly', 'are', 'global']",16,6,POSITIVE
broadband is a vital lifeline right nowfcm rural forum chair orbray shares how covid19 pandemic has highlighted the gaps that exist btw different cdnmuni across ruralmatters universalbroaband  httpstcoe2x06wnibv,"['vital', 'right', 'rural', 'forum', 'chair', 'pandemic', 'the', 'exist', 'different']",7,2,POSITIVE
ottinogreg academicchatter thank you for your insightsmy initial plan was to go for a phd after a masters as thats the typical progression in canada i would hope to end up in research or education at the end of it though from what ive heard that can be challenging,"['thank', 'for', 'initial', 'plan', 'to', 'go', 'phd', 'the', 'typical', 'progression', 'in', 'hope', 'end', 'up', 'research', 'education', 'of']",22,0,POSITIVE
if andrewscheer wants a sitting parliament to hold liberals to account then in answering any question he poses to the government he should first answer as to why he stole taxpayer money to pay for his kids private education did he pay it back cdnpoli covid19,"['parliament', 'to', 'hold', 'account', 'in', 'question', 'the', 'government', 'first', 'answer', 'money', 'pay', 'for', 'private', 'education', 'back']",21,0,POSITIVE
would you like to earn money with your free time httpstcod0hcd3dswq  youtubedown englishnews usa money instagramlive facebook india pilipinasgottalent tamzinbooth finance canada campus socialmedia education stayhome bollywood httpstcohss3p7z7vi,"['to', 'earn', 'money', 'free', 'time', 'finance', 'campus', 'education']",9,0,POSITIVE
hey nbers heres a story featuring a neighbor who lives 5 minutes down the road i have high speed internet yet her family doesnt have access this needs to be fixed greencaucusvert dominiccardy blainehiggs ,"['hey', 'story', 'featuring', 'neighbor', 'down', 'the', 'road', 'have', 'high', 'speed', 'internet', 'family', 'access', 'to', 'fixed']",12,4,POSITIVE
shortsighted move this can be done remotely as the pathologists noted students should not see the supports they need to succeed cut back during this time speech pathologists at calgary schools say theyre heartbroken after surprise layoffs  cbc news ,"['shortsighted', 'move', 'the', 'see', 'need', 'to', 'succeed', 'cut', 'back', 'time', 'speech', 'say', 'heartbroken', 'surprise', 'news']",13,3,POSITIVE
looks pretty shortsighted to me adrianalagrange and jkenney strike again ableg kenneyscuts,"['pretty', 'shortsighted', 'to', 'strike', 'again']",3,2,POSITIVE
maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the biggest assets in narrowing the socioeconomic divide amp distance learning during this pandemic is widening inequities onted onpoli ,"['maybe', 'one', 'of', 'the', 'biggest', 'end', 'day', 'classroom', 'in', 'narrowing', 'socioeconomic', 'divide', 'distance', 'learning', 'pandemic']",18,6,POSITIVE
maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the biggest assets in narrowing the socioeconomic divide amp distance learning during this pandemic is widening inequities onted onpoli ,"['maybe', 'one', 'of', 'the', 'biggest', 'end', 'day', 'classroom', 'in', 'narrowing', 'socioeconomic', 'divide', 'distance', 'learning', 'pandemic']",18,6,POSITIVE
kimcreynolds1 merry123459 tintie4 toddruthig who is this vaccine promoting advertised temporary placement as canadas public health chief  temporary at thatand there is no confirmation available of any of her credentials or educationwhy nothttpstcoowg4eh9vn0,"['vaccine', 'temporary', 'placement', 'public', 'health', 'chief', 'confirmation', 'available', 'of']",10,1,POSITIVE
looks pretty shortsighted to me adrianalagrange and jkenney strike again ableg kenneyscuts,"['pretty', 'shortsighted', 'to', 'strike', 'again']",3,2,POSITIVE
we may have struggled to serve some students in school that struggle will be greater remotely educators worry gap may widen for disadvantaged students who are stuck at home ,"['have', 'to', 'serve', 'in', 'school', 'struggle', 'greater', 'worry', 'gap', 'widen', 'for', 'disadvantaged', 'are', 'stuck', 'home']",11,4,POSITIVE
by combining refugee resettlement and tertiary education opportunities in canada  ubc and worlduniservice has changed the lives of refugees like rhoda and clement   ,"['resettlement', 'tertiary', 'education', 'in', 'changed', 'the', 'of']",6,1,POSITIVE
top 10 sites to learn excel for free sites for free online education sites for your career sites to review your resume for free indemand jobs in canada in 2019 certificates in canada in 2019 sites for interview preparation tech skills in demand in 2019thread,"['top', 'to', 'learn', 'excel', 'for', 'free', 'online', 'education', 'career', 'review', 'resume', 'in', 'interview', 'preparation', 'tech', 'demand']",28,0,POSITIVE
we may have struggled to serve some students in school that struggle will be greater remotely educators worry gap may widen for disadvantaged students who are stuck at home ,"['have', 'to', 'serve', 'in', 'school', 'struggle', 'greater', 'worry', 'gap', 'widen', 'for', 'disadvantaged', 'are', 'stuck', 'home']",11,4,POSITIVE
denisebatters morneau is handing canadas death sentence with his mindless spendingnext step will be huge tax increases with major funding cuts in education and healththe carbon tax was just an appetizer,"['death', 'sentence', 'mindless', 'step', 'huge', 'tax', 'major', 'funding', 'in', 'education', 'carbon', 'just', 'appetizer']",10,4,POSITIVE
looks pretty shortsighted to me adrianalagrange and jkenney strike again ableg kenneyscutshttpstcosnly5ldsxf,"['pretty', 'shortsighted', 'to', 'strike', 'again']",3,2,POSITIVE
bibicosplays escoblades woah woah woah those flagsin canadaand there was me foolishly thinking the standard of education was great in canadabut then saying that i thought it was good here but ya knowbrexit,"['woah', 'those', 'foolishly', 'thinking', 'the', 'standard', 'of', 'education', 'great', 'in', 'thought', 'good', 'ya']",14,1,POSITIVE
top 10 sites to learn excel for free sites for free online education sites for your career sites to review your resume for free indemand jobs in canada in 2019 certificates in canada in 2019 sites for interview preparation tech skills in demand in 2019thread,"['top', 'to', 'learn', 'excel', 'for', 'free', 'online', 'education', 'career', 'review', 'resume', 'in', 'interview', 'preparation', 'tech', 'demand']",28,0,POSITIVE
educators worry gap may grow for disadvantaged students stuck at home  ,"['worry', 'gap', 'grow', 'for', 'disadvantaged', 'stuck', 'home']",4,3,POSITIVE
rural communities face distinct challenges broadband is a vital lifeline right now  ray orb fcm rural caucus chair online teaching resources out of reach for many rural families fcmonlinehttpstcogcoamhvyig httpstcoic5bywqph9,"['rural', 'face', 'distinct', 'vital', 'right', 'ray', 'orb', 'chair', 'online', 'out', 'of', 'reach', 'for', 'many']",14,2,POSITIVE
northern lake adventures  the encounter  chapter 20  terrys story    via youtube mikawoz canadian author teachers fictionfantasy middleyears school education parents lakewinnipeg manitoba canada homeschooling esl eal marymikawoz,"['lake', 'the', 'encounter', 'chapter', 'story', 'via', 'youtube', 'author', 'school', 'education', 'esl']",11,0,POSITIVE
northern lake adventures  the encounter  chapter 20  terrys story   httpstcof2yhnhkerh via youtube mikawoz canadian author teachers fictionfantasy middleyears school education parents lakewinnipeg manitoba canada homeschooling esl eal marymikawoz,"['lake', 'the', 'encounter', 'chapter', 'story', 'via', 'youtube', 'author', 'school', 'education', 'esl']",11,0,POSITIVE
school employees who help students who struggle with language and communication in the classroom say they were not expecting to be laid off ,"['school', 'help', 'struggle', 'language', 'communication', 'in', 'the', 'classroom', 'say', 'to', 'off']",9,2,POSITIVE
trainvalet natalia01mateo merry123459 andrewscheer the other fact of life is that canada is a liberal democracy and they have proven to be the best guardians of equality and progress they dont stifle science and education and want equal access to health facilities your province is going downhill fast with the ah now in charge,"['the', 'fact', 'of', 'life', 'liberal', 'democracy', 'have', 'to', 'best', 'equality', 'progress', 'stifle', 'science', 'education', 'equal', 'access', 'health', 'province', 'going', 'fast', 'ah', 'in', 'charge']",24,3,POSITIVE
denisebatters morneau is handing canadas death sentence with his mindless spendingnext step will be huge tax increases with major funding cuts in education and healththe carbon tax was just an appetizer,"['death', 'sentence', 'mindless', 'step', 'huge', 'tax', 'major', 'funding', 'in', 'education', 'carbon', 'just', 'appetizer']",10,4,POSITIVE
colleenberding i loved mine also and psych as i was trained in canada i had a lot more public health education than nclex requires in us why ca has now adopted nclex is both disappointing and baffling,"['loved', 'trained', 'in', 'lot', 'public', 'health', 'education', 'disappointing']",8,1,POSITIVE
universities brace for major impact of coronavirus on international student enrolmentcanada httpstcockf6uegziruk httpstcocjdvvla37xaustralia httpstcombuauz2lft,"['brace', 'for', 'major', 'impact', 'of', 'international', 'student']",7,0,POSITIVE
educators worry gap may grow for disadvantaged students stuck at home  ,"['worry', 'gap', 'grow', 'for', 'disadvantaged', 'stuck', 'home']",4,3,POSITIVE
speech pathologists at calgary schools say theyre heartbroken after surprise layoffs  ,"['speech', 'say', 'heartbroken', 'surprise']",3,1,POSITIVE
